uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
56319,Ismaïla Sarr,TOTW,TOTW14,235353,86,23,12,16,-1,4259844,0,131072,0,136,35,136,23,30,3,3,91,96,88,83,83,85,83,82,66,86,31,81,80,88,81,91,85,72,80,69,84,45,93,69,29,38,86,95,71,10,10,10,10,10
56320,Youssef En-Nesyri,TOTW,TOTW14,235410,86,25,-1,-1,-1,146931712,0,16,0,44,0,0,0,0,2,3,85,89,72,42,96,86,82,88,79,81,35,90,64,89,58,85,91,64,95,66,88,29,88,66,33,29,82,72,77,10,10,10,10,10
56321,Melchie Dumornay,TOTW,TOTW14,265898,86,25,14,-1,-1,21299233,0,2,0,41,43,21,0,0,3,3,92,95,92,88,93,79,77,83,58,86,64,85,84,90,74,87,89,79,81,78,88,56,89,78,69,57,77,92,71,10,10,10,10,10
56322,Lineth Beerensteyn,TOTW,TOTW14,240717,86,27,16,23,25,4259841,0,0,0,39,35,0,0,0,3,3,92,91,85,91,92,82,82,88,67,80,51,87,78,90,77,90,91,63,72,73,89,55,80,73,55,48,67,80,66,10,10,10,10,10
56323,Alexander Isak,TOTW,TOTW14,233731,86,25,-1,-1,-1,917505,0,0,0,41,42,0,0,0,3,5,84,88,82,71,90,80,79,87,60,88,39,88,81,89,69,90,89,66,80,61,79,36,84,61,35,30,81,76,85,10,10,10,10,10
56324,Kenza Dali,TOTW,TOTW14,227353,85,18,14,-1,-1,9240616,0,0,0,33,22,0,0,0,3,3,81,73,78,86,79,86,77,84,54,83,82,88,87,88,81,92,84,86,60,83,87,73,85,83,76,52,72,82,72,10,10,10,10,10
56325,Carolin Simon,TOTW,TOTW14,239344,85,7,-1,-1,-1,17863360,0,0,0,9,10,0,0,0,3,4,93,79,75,81,92,88,72,87,82,77,83,75,63,88,85,82,54,77,81,80,84,85,72,80,84,83,40,75,41,10,10,10,10,10
56326,Francisco Trincão,SIF,TOTW14,244778,85,18,12,23,27,18153472,0,0,0,31,35,37,0,0,3,3,86,87,92,81,84,82,68,80,58,89,45,89,91,92,79,92,89,84,85,78,82,47,85,78,46,44,77,95,76,10,10,10,10,10
56327,Marco Carnesecchi,TOTW,TOTW14,252154,85,0,-1,-1,-1,0,14,0,0,1,0,0,0,0,0,3,27,44,40,25,58,28,55,70,27,40,13,9,54,21,11,14,8,12,20,31,36,16,53,31,15,12,7,18,17,87,85,75,88,87
56328,Santiago Giménez,TOTW,TOTW14,245152,84,25,-1,-1,-1,524306,0,0,0,42,0,0,0,0,2,4,83,86,83,77,86,73,81,82,83,86,55,90,83,85,70,85,88,57,88,76,81,59,89,76,42,24,75,79,87,10,10,10,10,10
56329,Désiré Doué,TOTW,TOTW14,271421,83,27,14,16,-1,458752,0,0,0,40,22,29,0,0,3,3,89,88,84,81,74,77,75,81,71,80,59,81,88,87,73,92,83,68,44,85,89,60,87,85,65,59,72,76,72,10,10,10,10,10
56330,Mamadou Thiam,TOTW,TOTW14,228388,83,25,27,-1,-1,262156,0,0,0,41,39,0,0,0,2,4,88,90,98,97,92,92,86,78,70,80,71,82,89,81,83,85,80,90,81,66,80,50,91,66,74,70,80,76,86,10,10,10,10,10
56331,Sergio González Poirrier,TOTW,TOTW14,221652,83,5,-1,-1,-1,134227968,0,0,0,11,13,0,0,0,1,3,69,85,39,63,94,65,91,84,87,85,85,51,61,91,40,54,54,39,88,77,87,87,62,77,86,83,45,44,53,10,10,10,10,10
56332,Dilane Bakwa,TOTW,TOTW14,250789,83,12,23,-1,-1,4260352,0,0,0,23,35,0,0,0,2,3,86,94,94,79,80,88,82,76,36,85,47,80,85,87,83,88,82,75,59,74,85,36,86,74,35,37,76,90,71,10,10,10,10,10
56333,Noë Dussenne,TOTW,TOTW14,201841,83,5,-1,-1,-1,12416,0,0,0,11,13,0,0,0,1,3,76,76,55,65,85,80,92,89,84,87,85,35,57,72,53,55,50,37,86,80,85,87,63,80,83,80,74,36,93,10,10,10,10,10
56334,Omar Sijaric,TOTW,TOTW14,258644,83,16,12,23,27,4260096,0,0,0,27,23,24,0,0,2,3,91,85,96,90,78,90,76,68,71,73,52,89,89,76,73,80,81,54,58,87,90,70,91,87,71,69,53,76,64,10,10,10,10,10
56335,Lukas Kübler,TOTW,TOTW14,208335,83,3,5,7,-1,62464,0,0,0,3,12,0,0,0,1,3,77,93,79,80,87,84,87,86,82,76,85,58,60,81,86,79,54,33,68,67,85,82,69,67,85,87,62,57,72,10,10,10,10,10
56336,Ephron Mason-Clark,TOTW,TOTW14,236784,83,16,12,27,-1,4456960,0,0,0,27,30,26,0,0,3,4,90,91,98,96,89,82,87,75,71,77,34,83,84,77,83,79,85,71,75,65,85,37,83,65,41,33,77,77,68,10,10,10,10,10
56337,Claudio Aquino,TOTW,TOTW14,219553,83,18,14,16,-1,44,0,0,0,33,22,29,0,0,3,3,91,78,94,96,90,79,85,82,75,83,61,83,88,85,85,84,77,86,71,83,82,43,95,83,59,53,82,94,83,10,10,10,10,10
56338,Jae Sung Lee,TOTW,TOTW14,221671,83,18,14,-1,-1,8454145,0,0,0,33,22,0,0,0,2,3,86,75,90,87,80,98,55,82,71,83,75,90,89,86,80,85,83,64,85,83,90,61,83,83,68,60,84,84,58,10,10,10,10,10
56339,Omar Marmoush,Bundes POTM SBC,N\A,256675,87,25,27,-1,-1,4259910,0,524288,0,141,43,44,141,139,3,3,93,97,97,89,92,87,79,83,81,86,46,91,86,89,57,91,89,74,88,63,91,35,88,63,40,29,83,77,78,10,10,10,10,10
56340,Jonathan David,Ligue 1 POTM SBC,N\A,243630,87,25,-1,-1,-1,29884417,0,131072,0,142,143,41,142,143,2,5,87,91,83,78,96,93,84,90,60,89,41,91,83,88,76,86,89,66,95,79,87,36,85,79,36,24,83,67,92,10,10,10,10,10
56341,Erling Haaland,Winter Wildcards,WinterWildcards,239085,94,5,-1,-1,-1,35790864,0,34816,0,111,112,13,111,112,3,4,83,96,71,64,96,86,96,84,96,81,90,81,84,77,66,73,81,70,88,75,87,86,80,75,92,75,76,87,76,10,10,10,10,10
56342,Erling Haaland,Winter Wildcards,WinterWildcards,239085,94,25,-1,-1,-1,33652757,0,2228224,0,142,144,41,43,142,3,4,84,97,87,86,95,82,96,98,91,93,46,99,81,87,63,86,99,67,87,72,83,41,97,72,50,32,93,85,93,10,10,10,10,10
56343,Sócrates Vieira de Oliveira,Winter Wildcard ICON,N\A,190046,90,25,-1,-1,-1,151322658,0,4,0,141,142,43,44,141,4,4,88,86,83,80,70,91,83,85,76,96,33,87,93,94,88,91,87,88,87,90,89,29,92,90,52,47,91,88,89,10,10,10,10,10
56344,Vinícius José de Oliveira Júnior,Winter Wildcards,WinterWildcards,238794,93,27,16,25,-1,17694723,0,5242880,0,139,38,139,130,29,4,4,98,98,97,87,79,90,70,89,62,86,30,90,88,93,84,96,92,65,58,80,86,38,84,80,29,21,76,82,74,10,10,10,10,10
56345,Caroline Graham Hansen,Winter Wildcards,WinterWildcards,227102,93,23,12,-1,-1,21823489,0,1048704,0,135,136,37,135,136,4,5,93,91,97,80,90,92,80,86,70,87,39,91,92,93,93,96,91,81,77,87,92,50,92,87,55,52,87,95,83,10,10,10,10,10
56346,Vinícius José de Oliveira Júnior,Winter Wildcards,WinterWildcards,238794,93,25,16,27,-1,6160386,0,16777217,0,142,143,41,142,143,4,4,98,98,97,87,79,90,70,89,62,86,30,90,88,93,84,96,92,65,58,80,86,38,84,80,29,21,76,82,74,10,10,10,10,10
56347,Leroy Sané,Winter Wildcards SBC,N\A,222492,89,12,16,23,-1,5111812,0,1,0,126,23,126,136,30,3,5,92,94,90,85,77,84,72,86,70,87,40,86,85,88,85,90,87,84,74,76,86,42,91,76,37,41,88,87,70,10,10,10,10,10
56348,Frenkie de Jong,Winter Wildcards,WinterWildcards,228702,91,10,14,-1,-1,2109856,0,49152,0,114,117,15,16,114,3,4,86,89,91,83,95,98,86,92,88,94,90,85,91,93,81,91,79,66,80,92,94,84,75,92,83,85,77,87,59,10,10,10,10,10
56349,Xavier Hernández Creus,Winter Wildcard ICON,WinterWildcardsIcons,10535,91,14,-1,-1,-1,19136704,0,288,0,118,121,19,20,22,3,4,87,84,90,93,65,96,71,94,60,96,91,93,96,95,88,88,80,85,52,94,95,75,85,94,73,67,71,84,81,10,10,10,10,10
56350,Frenkie de Jong,Winter Wildcards,WinterWildcards,228702,91,14,10,-1,-1,18944193,0,288,0,118,121,19,20,118,3,4,86,89,91,83,88,97,81,92,81,94,88,89,99,93,99,91,83,99,78,99,99,82,80,99,82,83,81,99,61,10,10,10,10,10
56351,Przemyslaw Frankowski,Winter Wildcards,N\A,212138,86,3,7,12,-1,71434752,0,16384,0,106,4,106,10,25,2,3,99,99,83,83,84,91,75,86,75,86,83,83,84,85,86,84,80,69,70,80,85,80,82,80,82,78,81,79,86,10,10,10,10,10
56352,Declan Rice,Winter Wildcards,WinterWildcards,234378,90,10,14,-1,-1,2138304,0,6144,0,114,15,16,17,114,2,4,81,82,80,80,85,95,87,87,90,88,90,74,82,86,82,84,67,67,75,89,88,88,88,89,90,87,52,84,74,10,10,10,10,10
56353,Pedro Antonio Porro Sauceda,Winter Wildcards,WinterWildcards,243576,89,3,-1,-1,-1,8435200,0,131072,0,105,3,4,6,105,3,3,90,90,85,81,86,95,80,87,82,85,87,87,86,88,90,88,73,84,75,83,86,85,89,83,88,85,68,89,71,10,10,10,10,10
56354,Ademola Lookman,Winter Wildcards,WinterWildcards,230899,89,18,25,-1,-1,65668,0,524288,0,132,31,132,41,43,4,4,92,85,99,99,87,81,73,99,71,99,40,93,85,99,73,99,91,61,81,78,86,33,87,78,28,31,86,77,67,10,10,10,10,10
56355,Salem Al Dawsari,Winter Wildcards,WinterWildcards,210602,89,16,27,-1,-1,983043,0,16777216,0,130,27,28,29,130,3,5,90,91,90,94,77,94,86,87,90,86,62,87,89,88,84,92,85,74,63,86,88,76,83,86,54,63,88,85,68,10,10,10,10,10
56356,Alexandre Lacazette,Winter Wildcards,WinterWildcards,193301,89,25,-1,-1,-1,4718615,0,65536,0,142,41,43,44,142,3,5,83,87,86,88,90,80,86,88,81,88,53,91,89,90,78,89,94,83,90,81,89,49,92,81,56,39,86,83,90,10,10,10,10,10
56357,Rose Lavelle,Winter Wildcards,WinterWildcards,232075,89,7,16,27,-1,632160,0,512,0,108,110,9,108,110,3,4,90,90,84,87,86,86,87,86,86,81,90,88,90,89,80,92,85,72,85,88,94,84,80,88,93,87,71,75,77,10,10,10,10,10
56358,Mauro Icardi,Winter Wildcards,WinterWildcards,201399,88,25,-1,-1,-1,151322674,0,1,0,142,41,43,44,142,3,4,80,83,78,78,95,78,85,90,73,92,33,99,91,86,57,80,99,60,98,78,90,45,99,78,42,23,99,85,99,10,10,10,10,10
56359,Daniel Parejo Muñoz,Winter Wildcards,WinterWildcards,189513,88,5,10,14,-1,136325320,0,1024,0,112,11,13,112,15,2,4,83,80,78,78,84,88,87,80,81,87,94,82,95,88,91,82,83,95,75,92,94,90,85,92,88,87,77,93,91,10,10,10,10,10
56360,Malik Tillman,Winter Wildcards,WinterWildcards,256853,88,18,14,27,-1,17563684,0,65536,0,132,31,33,34,132,3,4,90,86,85,91,92,83,88,86,70,87,72,90,89,91,77,90,82,50,86,82,89,66,85,82,79,66,66,80,69,10,10,10,10,10
56361,Dominique Janssen,Winter Wildcards,WinterWildcards,233756,88,5,7,10,-1,4196480,0,134217728,0,113,11,12,113,8,2,5,80,86,76,80,99,99,99,90,99,82,86,67,76,83,70,77,58,80,88,82,90,87,80,82,87,92,50,80,70,10,10,10,10,10
56362,Marc Guéhi,Winter Wildcards,WinterWildcards,241159,87,5,-1,-1,-1,54400,0,8192,0,111,12,13,111,0,1,5,81,82,75,72,93,82,87,88,86,83,87,40,70,82,52,76,48,33,85,82,86,88,57,82,90,88,37,56,44,10,10,10,10,10
56363,Deniz Undav,Winter Wildcards,WinterWildcards,244176,87,25,18,-1,-1,51,0,4,0,143,42,44,143,32,2,5,83,84,80,94,88,81,87,91,86,90,22,99,91,90,73,86,99,72,91,75,90,30,99,75,45,35,99,81,99,10,10,10,10,10
56364,Willi Orban,Winter Wildcards,WinterWildcards,204638,87,10,5,-1,-1,8426576,0,8192,0,116,15,17,116,11,2,3,77,82,78,75,94,80,90,88,87,86,86,47,88,80,70,75,42,54,88,87,88,89,41,87,89,84,34,75,46,10,10,10,10,10
56365,Daniel Vivian Moreno,Winter Wildcards,WinterWildcards,248550,87,5,-1,-1,-1,230703104,0,4096,0,113,11,12,113,0,1,3,82,88,73,77,92,83,88,90,93,80,91,34,51,78,51,72,54,24,80,75,83,87,70,75,91,87,52,31,75,10,10,10,10,10
56366,Sergio Gómez Martín,Winter Wildcards,WinterWildcards,241811,87,7,-1,-1,-1,332832,0,512,0,108,7,9,10,108,3,3,90,81,95,91,80,92,72,87,85,86,92,87,90,88,92,90,81,90,60,83,87,87,88,83,90,87,85,88,96,10,10,10,10,10
56367,Branco van den Boomen,Winter Wildcards,WinterWildcards,229158,86,10,14,-1,-1,2142760,0,128,0,115,14,17,115,21,2,4,81,80,80,75,77,77,83,80,87,84,80,84,87,85,92,80,80,86,81,92,89,87,90,92,90,89,83,87,93,10,10,10,10,10
56368,Liam Delap,Winter Wildcards,WinterWildcards,259031,86,25,23,-1,-1,34078753,0,16777216,0,142,41,43,142,35,3,4,99,99,82,80,87,82,86,80,80,80,35,80,70,83,66,83,86,50,90,61,78,44,87,61,37,34,80,74,72,10,10,10,10,10
56369,Eren Dinkçi,Winter Wildcards,WinterWildcards,258316,86,12,23,-1,-1,17760257,0,1048576,0,124,23,25,124,35,4,4,88,95,85,86,86,92,68,82,43,85,29,84,83,85,72,87,86,75,68,84,81,32,86,84,30,20,81,86,70,10,10,10,10,10
56370,Osame Sahraoui,Winter Wildcards,WinterWildcards,246548,86,16,27,-1,-1,328192,0,4194304,0,130,27,28,29,130,4,5,90,88,95,94,62,93,54,80,61,80,63,86,86,85,80,87,81,55,38,83,83,57,71,83,58,60,57,86,65,10,10,10,10,10
56371,Ronaldo Luís Nazário de Lima,Winter Wildcard ICON,WinterWildcardsIcons,37576,95,25,-1,-1,-1,589825,0,5242880,0,141,142,44,43,141,4,5,96,95,90,84,80,82,84,95,47,90,41,96,81,95,73,97,98,89,85,74,85,37,94,74,41,36,96,86,89,10,10,10,10,10
56372,Carlos Alberto Torres,Winter Wildcard ICON,WinterWildcardsIcons,167135,92,5,3,-1,-1,5252,0,8396800,0,111,113,12,111,113,2,4,91,89,83,80,84,90,87,89,80,83,93,84,87,88,85,84,58,35,88,65,90,91,85,65,93,92,46,66,84,10,10,10,10,10
56373,Carlos Alberto Torres,Winter Wildcard ICON,WinterWildcardsIcons,167135,92,10,3,5,-1,8394244,0,8320,0,115,117,16,115,117,2,4,93,91,85,80,84,90,87,91,80,85,90,84,88,90,90,86,58,37,85,83,91,88,85,83,90,89,46,71,84,10,10,10,10,10
56374,Ronaldo Luís Nazário de Lima,Winter Wildcard ICON,WinterWildcardsIcons,37576,90,25,-1,-1,-1,5767169,0,65536,0,141,144,43,42,141,4,5,97,96,85,80,84,86,88,90,51,85,35,93,74,90,66,92,95,80,74,67,78,32,91,67,35,31,93,79,86,10,10,10,10,10
56376,Gheorghe Hagi,Winter Wildcard ICON,WinterWildcardsIcons,166124,89,18,14,16,-1,327723,0,4,0,131,33,34,131,21,3,5,86,85,84,86,73,77,61,86,60,88,44,88,90,91,87,90,83,93,58,87,91,33,92,87,46,40,86,88,90,10,10,10,10,10
56378,Paul Scholes,Winter Wildcard ICON,WinterWildcardsIcons,246,89,14,18,-1,-1,82310,0,32,0,121,18,22,121,31,2,4,83,81,77,88,85,93,72,88,88,88,85,91,99,86,99,75,83,99,85,99,99,83,91,99,80,60,84,99,72,10,10,10,10,10
56380,Eden Hazard,Winter Wildcard Hero,WinterWildcardsHero,183277,91,16,27,-1,-1,4718849,0,1114112,0,129,130,28,129,130,4,4,96,92,95,94,68,87,72,90,53,92,53,90,89,93,82,96,89,83,68,86,89,36,86,86,35,28,82,87,92,10,10,10,10,10
56382,Yaya Touré,Winter Wildcard Hero,WinterWildcardsHero,20289,90,10,14,18,-1,19136545,0,32772,0,114,116,15,17,114,3,5,82,86,81,77,81,96,95,90,84,90,83,87,93,93,77,87,83,87,76,89,94,82,93,89,91,88,76,88,89,10,10,10,10,10
56383,Antonio Di Natale,Winter Wildcard Hero,WinterWildcardsHero,120274,89,25,27,-1,-1,17039426,0,1,0,143,41,42,44,143,3,4,93,90,88,92,74,83,72,91,58,89,44,95,86,92,87,90,95,87,77,80,87,53,90,80,39,35,94,90,94,10,10,10,10,10
56384,Javier Mascherano,Winter Wildcard Hero,WinterWildcardsHero,142754,89,10,5,-1,-1,29760,0,128,0,115,16,17,115,13,2,4,80,80,80,83,90,90,83,93,92,88,92,57,80,87,75,73,45,55,77,89,91,91,78,89,92,93,54,78,62,10,10,10,10,10
56385,Javier Mascherano,Winter Wildcard Hero,WinterWildcardsHero,142754,89,5,10,-1,-1,13504,0,16384,0,113,11,12,113,15,2,4,80,80,78,81,91,91,85,90,94,86,93,57,72,85,71,67,45,53,80,85,88,92,78,85,93,95,54,67,62,10,10,10,10,10
56386,Antonio Di Natale,Winter Wildcard Hero,WinterWildcardsHero,120274,89,27,25,-1,-1,262211,0,16777216,0,140,38,39,140,43,3,4,93,90,90,93,74,83,72,92,58,90,44,94,90,93,90,91,93,90,77,85,90,53,88,85,39,35,92,93,92,10,10,10,10,10
56387,Saeed Al Owairan,Winter Wildcard Hero,WinterWildcardsHero,266694,87,23,12,18,25,4981248,0,131072,0,136,35,37,136,32,3,4,99,99,86,84,78,86,73,82,67,87,38,84,80,85,84,90,86,78,78,80,82,28,80,80,32,29,82,82,76,10,10,10,10,10
56388,Nuno Alexandre Tavares Mendes,Winter Wildcards,N\A,252145,88,7,5,-1,-1,8522304,0,4194304,0,110,7,8,9,110,3,4,94,91,87,88,92,86,80,86,80,85,83,84,77,87,86,87,50,63,77,77,84,82,87,77,84,85,59,78,49,10,10,10,10,10
56389,Amel Majri,Flashback SBC,N\A,227350,87,14,16,27,-1,51708417,0,32,0,121,22,121,30,40,4,4,88,83,90,86,87,80,80,85,80,87,82,89,84,91,93,91,82,83,77,80,90,86,81,80,82,78,71,92,78,10,10,10,10,10
56390,Diego Forlán,Winter Wildcard Hero,N\A,266691,89,25,16,27,-1,247988229,0,16777216,0,141,43,44,141,39,3,5,88,86,82,81,79,86,78,87,67,88,54,90,88,89,68,84,91,87,83,76,86,59,92,76,50,45,91,75,89,10,10,10,10,10
56391,Claude Makélélé,Winter Wildcard ICON,N\A,1668,88,10,12,14,-1,10541056,0,1024,0,116,14,15,17,116,2,4,84,81,85,91,85,91,84,90,88,89,92,61,80,84,70,72,43,35,57,81,88,89,61,81,94,85,42,50,50,10,10,10,10,10
56392,Jesús Navas González,End of an Era SBC,N\A,146536,88,3,12,-1,-1,8390336,0,131072,0,105,4,6,105,23,3,4,93,91,89,90,77,88,70,86,88,87,85,87,88,89,94,88,71,55,80,84,89,84,84,84,84,83,86,90,64,10,10,10,10,10
56393,Kylian Mbappé,TOTW,TOTW15,231747,92,25,27,-1,-1,50724865,0,4194304,0,141,43,141,39,0,4,4,98,98,94,83,90,90,79,94,66,89,40,94,84,93,79,94,95,70,77,72,87,27,91,72,36,34,85,81,85,10,10,10,10,10
56394,Paulo Dybala,TOTW,TOTW15,211110,88,18,25,-1,-1,17104937,0,524288,0,132,132,43,0,0,4,3,85,77,89,91,79,76,69,85,49,88,43,85,90,92,85,90,86,89,67,81,86,33,86,81,43,40,94,91,90,10,10,10,10,10
56395,Victor Osimhen,TOTW,TOTW15,232293,88,25,-1,-1,-1,33685522,0,0,0,142,142,0,0,0,2,4,86,93,80,69,95,82,87,91,69,82,35,94,71,86,63,82,90,53,88,55,73,37,88,55,46,23,85,64,77,10,10,10,10,10
56396,José Roberto da Silva Júnior,Winter Wildcard Hero,N\A,28765,90,16,7,14,27,76284424,0,65536,0,129,27,129,121,9,4,4,91,89,96,90,87,98,79,88,81,92,89,93,89,89,88,93,79,89,70,88,91,83,89,88,82,80,86,88,86,10,10,10,10,10
56397,Luis Díaz,SIF,TOTW15,241084,87,25,16,23,27,4521984,0,0,0,43,36,39,40,0,3,4,94,93,91,80,83,90,72,86,77,85,33,88,81,90,80,92,85,61,73,75,80,39,89,75,47,39,86,81,67,10,10,10,10,10
56398,Joshua Kimmich,TOTW,TOTW15,212622,87,10,3,14,-1,10494465,0,128,0,16,106,4,0,0,2,4,81,66,84,85,81,90,70,89,88,87,87,79,86,86,92,83,69,80,74,92,89,83,79,92,84,85,70,86,70,10,10,10,10,10
56399,Fabián Ruiz Peña,TOTW,TOTW15,226271,86,14,10,-1,-1,524545,0,64,0,121,18,121,16,0,3,3,82,71,71,72,75,91,73,88,74,90,83,82,89,90,77,87,80,65,73,86,90,76,82,86,83,80,71,80,71,10,10,10,10,10
56400,Gabriel Fernando de Jesus,TOTW,TOTW15,230666,86,25,-1,-1,-1,9240576,0,4194304,0,142,41,142,0,0,3,3,90,85,95,93,94,86,77,91,87,81,36,89,84,90,78,91,84,58,86,70,86,51,87,70,34,31,83,80,79,10,10,10,10,10
56401,Patrik Schick,SIF,TOTW15,234236,86,25,-1,-1,-1,33816592,0,0,0,44,0,0,0,0,3,3,84,84,87,71,96,72,88,88,69,89,30,91,84,87,73,86,89,64,99,73,89,52,88,73,34,23,90,89,66,10,10,10,10,10
56402,Rodrigo De Paul,TOTW,TOTW15,212616,86,14,10,-1,-1,65697,0,0,0,21,14,0,0,0,3,3,80,79,80,80,79,94,80,83,85,83,83,81,89,87,81,84,79,79,60,88,88,78,83,88,84,78,74,87,69,10,10,10,10,10
56403,Charles De Ketelaere,TOTW,TOTW15,251470,84,18,25,-1,-1,851968,0,0,0,31,33,43,0,0,3,3,79,78,83,70,83,89,73,81,59,76,64,84,88,89,81,88,81,78,83,84,85,50,85,84,64,60,81,79,71,10,10,10,10,10
56404,Weston McKennie,TOTW,TOTW15,238744,84,7,10,14,-1,75530240,0,0,0,8,14,22,0,0,2,3,82,83,74,77,97,87,84,85,87,85,84,84,82,88,84,87,77,68,91,83,84,84,82,83,87,83,82,84,67,10,10,10,10,10
56405,Miguel Gutiérrez Ortega,TOTW,TOTW15,261865,84,16,7,27,-1,197120,0,0,0,28,8,10,0,0,2,3,89,86,86,80,83,89,72,84,73,74,79,86,83,86,88,86,71,49,69,73,86,81,77,73,82,80,44,81,44,10,10,10,10,10
56406,Callum Lang,TOTW,TOTW15,240673,83,18,12,25,-1,37748740,0,0,0,31,42,0,0,0,2,3,92,89,97,90,94,88,75,78,97,78,61,86,85,79,83,82,86,75,87,77,85,39,87,77,64,58,69,69,74,10,10,10,10,10
56407,Shuto Machino,TOTW,TOTW15,245622,83,18,25,-1,-1,71368704,0,0,0,32,41,0,0,0,2,4,83,92,84,80,96,84,84,82,72,81,47,84,77,85,64,88,87,80,97,62,87,29,82,62,43,35,80,80,91,10,10,10,10,10
56408,Marin Šverko,TOTW,TOTW15,235800,83,5,-1,-1,-1,134266880,0,0,0,11,12,13,0,0,1,3,80,84,77,81,89,79,94,79,72,74,80,47,52,79,76,77,43,50,80,76,81,82,80,76,88,84,49,67,54,10,10,10,10,10
56409,Manuel Cicconi,TOTW,TOTW15,251951,83,16,18,27,-1,131332,0,0,0,29,31,0,0,0,2,3,88,87,86,71,72,82,79,82,58,81,64,79,82,89,87,85,79,81,52,75,83,64,90,75,71,65,82,87,67,10,10,10,10,10
56410,Thierno Barry,TOTW,TOTW15,276295,83,25,-1,-1,-1,2097169,0,0,0,41,44,0,0,0,2,3,86,92,95,74,97,83,88,81,43,81,20,85,69,77,69,85,90,66,96,48,82,25,85,48,25,27,83,73,86,10,10,10,10,10
56411,Bobby Kamwa,TOTW,TOTW15,247890,83,12,23,25,-1,6291458,0,0,0,23,41,42,0,0,2,3,90,93,91,94,96,83,83,79,78,76,34,85,83,80,79,83,87,67,95,78,87,39,88,78,43,37,80,67,80,10,10,10,10,10
56412,Moritz Nicolas,TOTW,TOTW15,235018,83,0,-1,-1,-1,268435456,9,0,0,1,0,0,0,0,0,2,28,41,42,31,60,28,74,58,27,36,15,7,40,13,14,16,9,14,16,26,29,10,51,26,17,13,11,17,17,87,86,80,87,83
56413,Nick Doodeman,TOTW,TOTW15,262256,83,3,12,23,-1,12583424,0,0,0,6,35,0,0,0,2,3,90,87,92,95,74,93,72,69,43,62,41,88,78,82,88,84,86,71,70,76,82,41,82,76,56,54,72,78,72,10,10,10,10,10
56414,Ola Aina,TOTW,TOTW15,224656,83,3,7,-1,-1,71304192,0,0,0,5,9,0,0,0,2,4,95,91,82,86,95,84,84,80,76,83,81,80,80,81,85,84,64,48,75,77,82,80,86,77,83,82,62,69,58,10,10,10,10,10
56415,Dean Huijsen,TOTW,TOTW15,278349,83,5,-1,-1,-1,134227968,0,0,0,11,12,0,0,0,1,3,76,85,66,41,89,76,86,80,80,85,80,41,76,86,60,80,46,57,87,84,86,80,72,84,95,90,65,71,64,10,10,10,10,10
56416,Morgan Rogers,TOTW,TOTW15,260247,83,16,18,27,-1,327712,0,0,0,28,29,31,0,0,2,4,84,89,76,86,87,73,88,80,71,86,58,81,84,84,87,90,89,64,65,72,87,60,88,72,78,57,65,87,70,10,10,10,10,10
56417,Neymar da Silva Santos Jr.,Winter Wildcards,WinterWildcards2,190871,91,18,12,23,27,17629185,0,1048608,0,133,32,133,137,36,4,5,89,87,99,99,78,81,57,99,68,99,41,88,91,99,87,99,87,93,70,86,91,39,84,86,36,32,91,92,93,10,10,10,10,10
56418,Neymar da Silva Santos Jr.,Winter Wildcards,WinterWildcards2,190871,91,25,16,18,27,18153504,0,524289,0,141,141,140,33,38,4,5,92,90,93,88,82,83,62,83,70,95,41,91,90,96,86,97,91,90,70,84,88,39,90,84,36,32,95,89,96,10,10,10,10,10
56419,Florian Wirtz,Winter Wildcards,WinterWildcards2,256630,91,14,16,18,-1,19464227,0,4224,0,118,120,19,22,118,3,5,86,86,90,90,75,95,85,91,71,88,77,87,94,93,87,93,83,72,68,92,94,83,85,92,84,80,84,85,70,10,10,10,10,10
56420,Florian Wirtz,Winter Wildcards,WinterWildcards2,256630,91,18,16,-1,-1,17563651,0,65568,0,132,134,31,132,134,4,4,87,87,90,90,70,92,65,91,69,88,48,89,94,93,87,93,85,72,46,90,94,63,84,90,53,48,85,85,70,10,10,10,10,10
56421,Bernardo Mota Carvalho e Silva,Winter Wildcards,WinterWildcards2,218667,89,14,18,23,-1,25953024,0,65536,0,122,21,122,137,36,4,4,90,84,96,93,69,96,70,90,80,90,77,92,90,93,87,94,84,69,57,85,94,74,85,85,80,72,84,87,69,10,10,10,10,10
56422,Beth Mead,Winter Wildcards,WinterWildcards2,245802,89,23,12,27,-1,2949632,0,1179648,0,135,137,36,135,137,4,4,89,87,80,86,90,87,90,91,52,84,76,91,92,92,93,92,89,93,71,78,90,64,91,78,72,71,76,86,71,10,10,10,10,10
56423,Antonio Rüdiger,Winter Wildcards,WinterWildcards2,205452,89,5,-1,-1,-1,167775232,0,32768,0,111,113,12,111,113,2,3,76,92,70,70,99,99,99,88,99,81,87,57,70,76,70,73,43,58,86,83,86,89,86,83,90,88,37,54,43,10,10,10,10,10
